student_id,station,station_name,domain,examiner,score,max_score,attempt
S097,ST2,Clinical examination,Clinical skill,EX11,7,20,1
S097,ST3,Procedure: IV access,Procedural skill,EX04,8,20,1
S097,ST4,Counselling,Communication,EX11,7,20,1
S097,ST5,Data interpretation,Cognitive,EX12,6,20,1
S098,ST1,History taking,Communication,EX07,12,20,1
S098,ST2,Clinical examination,Clinical skill,EX08,10,20,1
S098,ST3,Procedure: IV access,Procedural skill,EX05,7,20,1
S098,ST4,Counselling,Communication,EX07,9,20,1
S098,ST5,Data interpretation,Cognitive,EX05,8,20,1
S099,ST1,History taking,Communication,EX07,10,20,1
S099,ST2,Clinical examination,Clinical skill,EX03,10,20,1
S099,ST3,Procedure: IV access,Procedural skill,EX03,4,20,1
S099,ST4,Counselling,Communication,EX01,7,20,1
S099,ST5,Data interpretation,Cognitive,EX05,10,20,1
S100,ST1,History taking,Communication,EX02,7,20,1
S100,ST2,Clinical examination,Clinical skill,EX07,8,20,1
S100,ST3,Procedure: IV access,Procedural skill,EX10,6,20,1
S100,ST4,Counselling,Communication,EX05,8,20,1
S100,ST5,Data interpretation,Cognitive,EX02,8,20,1
S101,ST1,History taking,Communication,EX06,7,20,1
S101,ST2,Clinical examination,Clinical skill,EX01,10,20,1
S101,ST3,Procedure: IV access,Procedural skill,EX07,6,20,1
S101,ST4,Counselling,Communication,EX12,13,20,1
S101,ST5,Data interpretation,Cognitive,EX07,9,20,1
S102,ST1,History taking,Communication,EX01,9,20,1
S102,ST2,Clinical examination,Clinical skill,EX04,7,20,1
S102,ST3,Procedure: IV access,Procedural skill,EX03,3,20,1
S102,ST4,Counselling,Communication,EX01,13,20,1
S102,ST5,Data interpretation,Cognitive,EX01,6,20,1
S103,ST1,History taking,Communication,EX11,9,20,1
S103,ST2,Clinical examination,Clinical skill,EX03,6,20,1
S103,ST3,Procedure: IV access,Procedural skill,EX09,1,20,1
S103,ST4,Counselling,Communication,EX03,10,20,1
S103,ST5,Data interpretation,Cognitive,EX06,2,20,1
S104,ST1,History taking,Communication,EX01,7,20,1
S104,ST2,Clinical examination,Clinical skill,EX01,9,20,1
S104,ST3,Procedure: IV access,Procedural skill,EX03,2,20,1
S104,ST4,Counselling,Communication,EX02,9,20,1
S104,ST5,Data interpretation,Cognitive,EX12,5,20,1
S105,ST1,History taking,Communication,EX10,9,20,1
S105,ST2,Clinical examination,Clinical skill,EX03,11,20,1
S105,ST3,Procedure: IV access,Procedural skill,EX02,6,20,1
S105,ST4,Counselling,Communication,EX12,9,20,1
S105,ST5,Data interpretation,Cognitive,EX04,4,20,1
S106,ST1,History taking,Communication,EX11,8,20,1
S106,ST2,Clinical examination,Clinical skill,EX10,9,20,1
S106,ST3,Procedure: IV access,Procedural skill,EX09,6,20,1
S106,ST4,Counselling,Communication,EX12,7,20,1
S106,ST5,Data interpretation,Cognitive,EX08,4,20,1
S107,ST1,History taking,Communication,EX07,11,20,1
S107,ST2,Clinical examination,Clinical skill,EX07,11,20,1
S107,ST3,Procedure: IV access,Procedural skill,EX03,6,20,1
S107,ST4,Counselling,Communication,EX11,8,20,1
S107,ST5,Data interpretation,Cognitive,EX12,9,20,1
S108,ST1,History taking,Communication,EX01,12,20,1
S108,ST2,Clinical examination,Clinical skill,EX06,9,20,1
S108,ST3,Procedure: IV access,Procedural skill,EX07,9,20,1
S108,ST4,Counselling,Communication,EX04,10,20,1
S108,ST5,Data interpretation,Cognitive,EX06,8,20,1
S109,ST1,History taking,Communication,EX12,12,20,1
S109,ST2,Clinical examination,Clinical skill,EX09,11,20,1
S109,ST3,Procedure: IV access,Procedural skill,EX10,5,20,1
S109,ST4,Counselling,Communication,EX10,7,20,1
S109,ST5,Data interpretation,Cognitive,EX05,6,20,1
S110,ST1,History taking,Communication,EX09,12,20,1
S110,ST2,Clinical examination,Clinical skill,EX05,7,20,1
S110,ST3,Procedure: IV access,Procedural skill,EX11,9,20,1
S110,ST4,Counselling,Communication,EX06,11,20,1
S110,ST5,Data interpretation,Cognitive,EX12,8,20,1
S111,ST1,History taking,Communication,EX05,9,20,1
S111,ST2,Clinical examination,Clinical skill,EX09,10,20,1
S111,ST3,Procedure: IV access,Procedural skill,EX09,5,20,1
S111,ST4,Counselling,Communication,EX03,8,20,1
S111,ST5,Data interpretation,Cognitive,EX08,5,20,1
S112,ST1,History taking,Communication,EX05,7,20,1
S112,ST2,Clinical examination,Clinical skill,EX11,6,20,1
S112,ST3,Procedure: IV access,Procedural skill,EX09,9,20,1
S112,ST4,Counselling,Communication,EX07,8,20,1
S112,ST5,Data interpretation,Cognitive,EX05,7,20,1
S113,ST1,History taking,Communication,EX04,12,20,1
S113,ST2,Clinical examination,Clinical skill,EX04,6,20,1
S113,ST3,Procedure: IV access,Procedural skill,EX03,8,20,1
S113,ST4,Counselling,Communication,EX10,8,20,1
S113,ST5,Data interpretation,Cognitive,EX12,9,20,1
S114,ST1,History taking,Communication,EX02,7,20,1
S114,ST2,Clinical examination,Clinical skill,EX05,8,20,1
S114,ST3,Procedure: IV access,Procedural skill,EX09,6,20,1
S114,ST4,Counselling,Communication,EX07,10,20,1
S114,ST5,Data interpretation,Cognitive,EX01,8,20,1
S115,ST1,History taking,Communication,EX10,10,20,1
S115,ST2,Clinical examination,Clinical skill,EX04,10,20,1
S115,ST3,Procedure: IV access,Procedural skill,EX03,10,20,1
S115,ST4,Counselling,Communication,EX09,11,20,1
S115,ST5,Data interpretation,Cognitive,EX09,8,20,1
S116,ST1,History taking,Communication,EX03,9,20,1
S116,ST2,Clinical examination,Clinical skill,EX03,6,20,1
S116,ST3,Procedure: IV access,Procedural skill,EX06,12,20,1
S116,ST4,Counselling,Communication,EX02,4,20,1
S116,ST5,Data interpretation,Cognitive,EX06,7,20,1
S117,ST1,History taking,Communication,EX02,7,20,1
S117,ST2,Clinical examination,Clinical skill,EX11,5,20,1
S117,ST3,Procedure: IV access,Procedural skill,EX03,4,20,1
S117,ST4,Counselling,Communication,EX11,4,20,1
S117,ST5,Data interpretation,Cognitive,EX11,7,20,1
S118,ST1,History taking,Communication,EX01,7,20,1
S118,ST2,Clinical examination,Clinical skill,EX09,7,20,1
S118,ST3,Procedure: IV access,Procedural skill,EX09,7,20,1
S118,ST4,Counselling,Communication,EX02,8,20,1
S118,ST5,Data interpretation,Cognitive,EX10,6,20,1
S119,ST1,History taking,Communication,EX10,5,20,1
S119,ST2,Clinical examination,Clinical skill,EX07,8,20,1
S119,ST3,Procedure: IV access,Procedural skill,EX01,2,20,1
S119,ST4,Counselling,Communication,EX02,8,20,1
S119,ST5,Data interpretation,Cognitive,EX09,6,20,1
S120,ST1,History taking,Communication,EX07,12,20,1
S120,ST2,Clinical examination,Clinical skill,EX04,10,20,1
S120,ST3,Procedure: IV access,Procedural skill,EX03,4,20,1
S120,ST4,Counselling,Communication,EX12,7,20,1
S120,ST5,Data interpretation,Cognitive,EX03,8,20,1
S121,ST1,History taking,Communication,EX03,9,20,1
S121,ST2,Clinical examination,Clinical skill,EX12,11,20,1
S121,ST3,Procedure: IV access,Procedural skill,EX11,10,20,1
S121,ST4,Counselling,Communication,EX03,11,20,1
S121,ST5,Data interpretation,Cognitive,EX05,9,20,1
S122,ST1,History taking,Communication,EX02,9,20,1
S122,ST2,Clinical examination,Clinical skill,EX10,7,20,1
S122,ST3,Procedure: IV access,Procedural skill,EX02,3,20,1
S122,ST4,Counselling,Communication,EX06,10,20,1
S122,ST5,Data interpretation,Cognitive,EX07,8,20,1
S123,ST1,History taking,Communication,EX06,13,20,1
S123,ST2,Clinical examination,Clinical skill,EX09,11,20,1
S123,ST3,Procedure: IV access,Procedural skill,EX01,6,20,1
S123,ST4,Counselling,Communication,EX09,6,20,1
S123,ST5,Data interpretation,Cognitive,EX12,10,20,1
S124,ST1,History taking,Communication,EX08,11,20,1
S124,ST2,Clinical examination,Clinical skill,EX08,15,20,1
S124,ST3,Procedure: IV access,Procedural skill,EX09,8,20,1
S124,ST4,Counselling,Communication,EX10,13,20,1
S124,ST5,Data interpretation,Cognitive,EX02,10,20,1
S125,ST1,History taking,Communication,EX12,12,20,1
S125,ST2,Clinical examination,Clinical skill,EX07,13,20,1
S125,ST3,Procedure: IV access,Procedural skill,EX03,12,20,1
S125,ST4,Counselling,Communication,EX02,8,20,1
S125,ST5,Data interpretation,Cognitive,EX05,10,20,1
S126,ST1,History taking,Communication,EX08,11,20,1
S126,ST2,Clinical examination,Clinical skill,EX07,9,20,1
S126,ST3,Procedure: IV access,Procedural skill,EX12,7,20,1
S126,ST4,Counselling,Communication,EX03,7,20,1
S126,ST5,Data interpretation,Cognitive,EX04,8,20,1
S127,ST1,History taking,Communication,EX09,10,20,1
S127,ST2,Clinical examination,Clinical skill,EX05,6,20,1
S127,ST3,Procedure: IV access,Procedural skill,EX03,10,20,1
S127,ST4,Counselling,Communication,EX11,12,20,1
S127,ST5,Data interpretation,Cognitive,EX11,6,20,1
S128,ST1,History taking,Communication,EX03,11,20,1
S128,ST2,Clinical examination,Clinical skill,EX08,8,20,1
S128,ST3,Procedure: IV access,Procedural skill,EX07,3,20,1
S128,ST4,Counselling,Communication,EX05,9,20,1
S128,ST5,Data interpretation,Cognitive,EX07,7,20,1
S129,ST1,History taking,Communication,EX06,8,20,1
S129,ST2,Clinical examination,Clinical skill,EX12,11,20,1
S129,ST3,Procedure: IV access,Procedural skill,EX11,10,20,1
S129,ST4,Counselling,Communication,EX03,10,20,1
S129,ST5,Data interpretation,Cognitive,EX09,11,20,1
S130,ST1,History taking,Communication,EX04,9,20,1
S130,ST2,Clinical examination,Clinical skill,EX03,9,20,1
S130,ST3,Procedure: IV access,Procedural skill,EX02,7,20,1
S130,ST4,Counselling,Communication,EX02,8,20,1
S130,ST5,Data interpretation,Cognitive,EX05,10,20,1
S131,ST1,History taking,Communication,EX05,7,20,1
S131,ST2,Clinical examination,Clinical skill,EX05,9,20,1
S131,ST3,Procedure: IV access,Procedural skill,EX08,8,20,1
S131,ST4,Counselling,Communication,EX10,10,20,1
S131,ST5,Data interpretation,Cognitive,EX04,9,20,1
S132,ST1,History taking,Communication,EX03,5,20,1
S132,ST2,Clinical examination,Clinical skill,EX02,8,20,1
S132,ST3,Procedure: IV access,Procedural skill,EX04,6,20,1
S132,ST4,Counselling,Communication,EX09,10,20,1
S132,ST5,Data interpretation,Cognitive,EX11,8,20,1
S133,ST1,History taking,Communication,EX12,7,20,1
S133,ST2,Clinical examination,Clinical skill,EX12,6,20,1
S133,ST3,Procedure: IV access,Procedural skill,EX10,4,20,1
S133,ST4,Counselling,Communication,EX04,9,20,1
S133,ST5,Data interpretation,Cognitive,EX09,5,20,1
S134,ST1,History taking,Communication,EX09,7,20,1
S134,ST2,Clinical examination,Clinical skill,EX09,5,20,1
S134,ST3,Procedure: IV access,Procedural skill,EX08,4,20,1
S134,ST4,Counselling,Communication,EX06,9,20,1
S134,ST5,Data interpretation,Cognitive,EX08,6,20,1
S135,ST1,History taking,Communication,EX04,8,20,1
S135,ST2,Clinical examination,Clinical skill,EX05,6,20,1
S135,ST3,Procedure: IV access,Procedural skill,EX01,7,20,1
S135,ST4,Counselling,Communication,EX08,10,20,1
S135,ST5,Data interpretation,Cognitive,EX10,6,20,1
S136,ST1,History taking,Communication,EX02,13,20,1
S136,ST2,Clinical examination,Clinical skill,EX04,9,20,1
S136,ST3,Procedure: IV access,Procedural skill,EX10,8,20,1
S136,ST4,Counselling,Communication,EX04,9,20,1
S136,ST5,Data interpretation,Cognitive,EX09,6,20,1
S137,ST1,History taking,Communication,EX05,10,20,1
S137,ST2,Clinical examination,Clinical skill,EX05,10,20,1
S137,ST3,Procedure: IV access,Procedural skill,EX02,3,20,1
S137,ST4,Counselling,Communication,EX10,9,20,1
S137,ST5,Data interpretation,Cognitive,EX02,4,20,1
S138,ST1,History taking,Communication,EX09,10,20,1
S138,ST2,Clinical examination,Clinical skill,EX10,8,20,1
S138,ST3,Procedure: IV access,Procedural skill,EX08,7,20,1
S138,ST4,Counselling,Communication,EX05,9,20,1
S138,ST5,Data interpretation,Cognitive,EX05,7,20,1
S139,ST1,History taking,Communication,EX11,10,20,1
S139,ST2,Clinical examination,Clinical skill,EX06,7,20,1
S139,ST3,Procedure: IV access,Procedural skill,EX12,7,20,1
S139,ST4,Counselling,Communication,EX11,11,20,1
S139,ST5,Data interpretation,Cognitive,EX07,8,20,1
S140,ST1,History taking,Communication,EX01,6,20,1
S140,ST2,Clinical examination,Clinical skill,EX09,5,20,1
S140,ST3,Procedure: IV access,Procedural skill,EX10,8,20,1
S140,ST4,Counselling,Communication,EX07,6,20,1
S140,ST5,Data interpretation,Cognitive,EX07,7,20,1
S141,ST1,History taking,Communication,EX08,11,20,1
S141,ST2,Clinical examination,Clinical skill,EX07,8,20,1
S141,ST3,Procedure: IV access,Procedural skill,EX08,9,20,1
S141,ST4,Counselling,Communication,EX09,10,20,1
S141,ST5,Data interpretation,Cognitive,EX10,8,20,1
S142,ST1,History taking,Communication,EX07,9,20,1
S142,ST2,Clinical examination,Clinical skill,EX01,8,20,1
S142,ST3,Procedure: IV access,Procedural skill,EX04,3,20,1
S142,ST4,Counselling,Communication,EX10,11,20,1
S142,ST5,Data interpretation,Cognitive,EX05,4,20,1
S143,ST1,History taking,Communication,EX02,6,20,1
S143,ST2,Clinical examination,Clinical skill,EX08,12,20,1
S143,ST3,Procedure: IV access,Procedural skill,EX04,4,20,1
S143,ST4,Counselling,Communication,EX11,10,20,1
S143,ST5,Data interpretation,Cognitive,EX09,8,20,1
S144,ST1,History taking,Communication,EX12,11,20,1
S144,ST2,Clinical examination,Clinical skill,EX11,8,20,1
S144,ST3,Procedure: IV access,Procedural skill,EX06,10,20,1
S144,ST4,Counselling,Communication,EX06,10,20,1
S144,ST5,Data interpretation,Cognitive,EX06,9,20,1
S145,ST1,History taking,Communication,EX04,10,20,1
S145,ST2,Clinical examination,Clinical skill,EX02,6,20,1
S145,ST3,Procedure: IV access,Procedural skill,EX03,4,20,1
S145,ST4,Counselling,Communication,EX07,5,20,1
S145,ST5,Data interpretation,Cognitive,EX02,4,20,1
S146,ST1,History taking,Communication,EX04,7,20,1
S146,ST2,Clinical examination,Clinical skill,EX09,8,20,1
S146,ST3,Procedure: IV access,Procedural skill,EX10,7,20,1
S146,ST4,Counselling,Communication,EX08,7,20,1
S146,ST5,Data interpretation,Cognitive,EX05,9,20,1
S147,ST1,History taking,Communication,EX05,6,20,1
S147,ST2,Clinical examination,Clinical skill,EX04,8,20,1
S147,ST3,Procedure: IV access,Procedural skill,EX02,10,20,1
S147,ST4,Counselling,Communication,EX06,13,20,1
S147,ST5,Data interpretation,Cognitive,EX05,6,20,1
S148,ST1,History taking,Communication,EX06,9,20,1
S148,ST2,Clinical examination,Clinical skill,EX07,10,20,1
S148,ST3,Procedure: IV access,Procedural skill,EX09,4,20,1
S148,ST4,Counselling,Communication,EX06,8,20,1
S148,ST5,Data interpretation,Cognitive,EX04,6,20,1
S149,ST1,History taking,Communication,EX06,14,20,1
S149,ST2,Clinical examination,Clinical skill,EX08,5,20,1
S149,ST3,Procedure: IV access,Procedural skill,EX08,9,20,1
S149,ST4,Counselling,Communication,EX11,7,20,1
S149,ST5,Data interpretation,Cognitive,EX04,9,20,1
S150,ST1,History taking,Communication,EX07,13,20,1
S150,ST2,Clinical examination,Clinical skill,EX01,9,20,1
S150,ST3,Procedure: IV access,Procedural skill,EX10,4,20,1
S150,ST4,Counselling,Communication,EX01,9,20,1
S150,ST5,Data interpretation,Cognitive,EX04,9,20,1
S151,ST1,History taking,Communication,EX01,9,20,1
S151,ST2,Clinical examination,Clinical skill,EX02,7,20,1
S151,ST3,Procedure: IV access,Procedural skill,EX08,7,20,1
S151,ST4,Counselling,Communication,EX12,11,20,1
S151,ST5,Data interpretation,Cognitive,EX07,8,20,1
S152,ST1,History taking,Communication,EX08,12,20,1
S152,ST2,Clinical examination,Clinical skill,EX12,6,20,1
S152,ST3,Procedure: IV access,Procedural skill,EX01,6,20,1
S152,ST4,Counselling,Communication,EX03,8,20,1
S152,ST5,Data interpretation,Cognitive,EX06,8,20,1
S153,ST1,History taking,Communication,EX02,13,20,1
S153,ST2,Clinical examination,Clinical skill,EX07,11,20,1
S153,ST3,Procedure: IV access,Procedural skill,EX05,8,20,1
S153,ST4,Counselling,Communication,EX01,8,20,1
S153,ST5,Data interpretation,Cognitive,EX06,8,20,1
S154,ST1,History taking,Communication,EX10,7,20,1
S154,ST2,Clinical examination,Clinical skill,EX10,6,20,1
S154,ST3,Procedure: IV access,Procedural skill,EX12,5,20,1
S154,ST4,Counselling,Communication,EX06,11,20,1
S154,ST5,Data interpretation,Cognitive,EX09,6,20,1
S155,ST1,History taking,Communication,EX05,12,20,1
S155,ST2,Clinical examination,Clinical skill,EX03,13,20,1
S155,ST3,Procedure: IV access,Procedural skill,EX10,3,20,1
S155,ST4,Counselling,Communication,EX07,11,20,1
S155,ST5,Data interpretation,Cognitive,EX03,10,20,1
S156,ST1,History taking,Communication,EX11,9,20,1
S156,ST2,Clinical examination,Clinical skill,EX07,8,20,1
S156,ST3,Procedure: IV access,Procedural skill,EX06,5,20,1
S156,ST4,Counselling,Communication,EX07,7,20,1
S156,ST5,Data interpretation,Cognitive,EX04,6,20,1
S157,ST1,History taking,Communication,EX03,11,20,1
S157,ST2,Clinical examination,Clinical skill,EX03,5,20,1
S157,ST3,Procedure: IV access,Procedural skill,EX06,4,20,1
S157,ST4,Counselling,Communication,EX07,6,20,1
S157,ST5,Data interpretation,Cognitive,EX06,6,20,1
S158,ST1,History taking,Communication,EX01,6,20,1
S158,ST2,Clinical examination,Clinical skill,EX01,7,20,1
S158,ST3,Procedure: IV access,Procedural skill,EX11,3,20,1
S158,ST4,Counselling,Communication,EX10,10,20,1
S158,ST5,Data interpretation,Cognitive,EX10,5,20,1
S159,ST1,History taking,Communication,EX05,12,20,1
S159,ST2,Clinical examination,Clinical skill,EX08,12,20,1
S159,ST3,Procedure: IV access,Procedural skill,EX02,10,20,1
S159,ST4,Counselling,Communication,EX10,9,20,1
S159,ST5,Data interpretation,Cognitive,EX02,8,20,1
S160,ST1,History taking,Communication,EX07,9,20,1
S160,ST2,Clinical examination,Clinical skill,EX04,8,20,1
S160,ST3,Procedure: IV access,Procedural skill,EX05,7,20,1
S160,ST4,Counselling,Communication,EX01,9,20,1
S160,ST5,Data interpretation,Cognitive,EX02,10,20,1
S161,ST1,History taking,Communication,EX04,6,20,1
S161,ST2,Clinical examination,Clinical skill,EX03,11,20,1
S161,ST3,Procedure: IV access,Procedural skill,EX06,5,20,1
S161,ST4,Counselling,Communication,EX12,9,20,1
S161,ST5,Data interpretation,Cognitive,EX12,8,20,1
S162,ST1,History taking,Communication,EX11,9,20,1
S162,ST2,Clinical examination,Clinical skill,EX01,10,20,1
S162,ST3,Procedure: IV access,Procedural skill,EX06,6,20,1
S162,ST4,Counselling,Communication,EX02,8,20,1
S162,ST5,Data interpretation,Cognitive,EX04,7,20,1
S163,ST1,History taking,Communication,EX07,8,20,1
S163,ST2,Clinical examination,Clinical skill,EX04,7,20,1
S163,ST3,Procedure: IV access,Procedural skill,EX04,7,20,1
S163,ST4,Counselling,Communication,EX03,9,20,1
S163,ST5,Data interpretation,Cognitive,EX04,8,20,1
S164,ST1,History taking,Communication,EX03,9,20,1
S164,ST2,Clinical examination,Clinical skill,EX12,9,20,1
S164,ST3,Procedure: IV access,Procedural skill,EX08,13,20,1
S164,ST4,Counselling,Communication,EX03,10,20,1
S164,ST5,Data interpretation,Cognitive,EX10,11,20,1
S165,ST1,History taking,Communication,EX09,7,20,1
S165,ST2,Clinical examination,Clinical skill,EX03,9,20,1
S165,ST3,Procedure: IV access,Procedural skill,EX02,3,20,1
S165,ST4,Counselling,Communication,EX10,6,20,1
S165,ST5,Data interpretation,Cognitive,EX12,10,20,1
S166,ST1,History taking,Communication,EX11,9,20,1
S166,ST2,Clinical examination,Clinical skill,EX08,4,20,1
S166,ST3,Procedure: IV access,Procedural skill,EX08,8,20,1
S166,ST4,Counselling,Communication,EX04,11,20,1
S166,ST5,Data interpretation,Cognitive,EX11,3,20,1
S167,ST1,History taking,Communication,EX03,13,20,1
S167,ST2,Clinical examination,Clinical skill,EX08,10,20,1
S167,ST3,Procedure: IV access,Procedural skill,EX05,9,20,1
S167,ST4,Counselling,Communication,EX07,11,20,1
S167,ST5,Data interpretation,Cognitive,EX07,8,20,1
S168,ST1,History taking,Communication,EX04,10,20,1
S168,ST2,Clinical examination,Clinical skill,EX06,11,20,1
S168,ST3,Procedure: IV access,Procedural skill,EX02,7,20,1
S168,ST4,Counselling,Communication,EX09,10,20,1
S168,ST5,Data interpretation,Cognitive,EX07,11,20,1
S169,ST1,History taking,Communication,EX01,7,20,1
S169,ST2,Clinical examination,Clinical skill,EX11,7,20,1
S169,ST3,Procedure: IV access,Procedural skill,EX10,2,20,1
S169,ST4,Counselling,Communication,EX09,7,20,1
S169,ST5,Data interpretation,Cognitive,EX08,7,20,1
S170,ST1,History taking,Communication,EX12,11,20,1
S170,ST2,Clinical examination,Clinical skill,EX01,12,20,1
S170,ST3,Procedure: IV access,Procedural skill,EX03,9,20,1
S170,ST4,Counselling,Communication,EX10,9,20,1
S170,ST5,Data interpretation,Cognitive,EX10,6,20,1
S171,ST1,History taking,Communication,EX03,12,20,1
S171,ST2,Clinical examination,Clinical skill,EX04,5,20,1
S171,ST3,Procedure: IV access,Procedural skill,EX06,8,20,1
S171,ST4,Counselling,Communication,EX04,9,20,1
S171,ST5,Data interpretation,Cognitive,EX04,6,20,1
S172,ST1,History taking,Communication,EX02,8,20,1
S172,ST2,Clinical examination,Clinical skill,EX12,5,20,1
S172,ST3,Procedure: IV access,Procedural skill,EX08,6,20,1
S172,ST4,Counselling,Communication,EX01,15,20,1
S172,ST5,Data interpretation,Cognitive,EX09,6,20,1
S173,ST1,History taking,Communication,EX08,5,20,1
S173,ST2,Clinical examination,Clinical skill,EX06,11,20,1
S173,ST3,Procedure: IV access,Procedural skill,EX08,8,20,1
S173,ST4,Counselling,Communication,EX12,4,20,1
S173,ST5,Data interpretation,Cognitive,EX09,12,20,1
S174,ST1,History taking,Communication,EX07,10,20,1
S174,ST2,Clinical examination,Clinical skill,EX02,2,20,1
S174,ST3,Procedure: IV access,Procedural skill,EX02,4,20,1
S174,ST4,Counselling,Communication,EX12,6,20,1
S174,ST5,Data interpretation,Cognitive,EX02,8,20,1
S175,ST1,History taking,Communication,EX03,10,20,1
S175,ST2,Clinical examination,Clinical skill,EX04,6,20,1
S175,ST3,Procedure: IV access,Procedural skill,EX05,5,20,1
S175,ST4,Counselling,Communication,EX07,9,20,1
S175,ST5,Data interpretation,Cognitive,EX12,6,20,1
S176,ST1,History taking,Communication,EX05,10,20,1
S176,ST2,Clinical examination,Clinical skill,EX10,3,20,1
S176,ST3,Procedure: IV access,Procedural skill,EX11,4,20,1
S176,ST4,Counselling,Communication,EX12,6,20,1
S176,ST5,Data interpretation,Cognitive,EX10,7,20,1
S177,ST1,History taking,Communication,EX11,7,20,1
S177,ST2,Clinical examination,Clinical skill,EX01,9,20,1
S177,ST3,Procedure: IV access,Procedural skill,EX11,8,20,1
S177,ST4,Counselling,Communication,EX02,11,20,1
S177,ST5,Data interpretation,Cognitive,EX03,10,20,1
S178,ST1,History taking,Communication,EX05,4,20,1
S178,ST2,Clinical examination,Clinical skill,EX06,10,20,1
S178,ST3,Procedure: IV access,Procedural skill,EX07,4,20,1
S178,ST4,Counselling,Communication,EX05,10,20,1
S178,ST5,Data interpretation,Cognitive,EX04,5,20,1
S179,ST1,History taking,Communication,EX05,6,20,1
S179,ST2,Clinical examination,Clinical skill,EX02,10,20,1
S179,ST3,Procedure: IV access,Procedural skill,EX04,7,20,1
S179,ST4,Counselling,Communication,EX04,6,20,1
S179,ST5,Data interpretation,Cognitive,EX10,12,20,1
S180,ST1,History taking,Communication,EX09,9,20,1
S180,ST2,Clinical examination,Clinical skill,EX09,4,20,1
S180,ST3,Procedure: IV access,Procedural skill,EX09,7,20,1
S180,ST4,Counselling,Communication,EX07,5,20,1
S180,ST5,Data interpretation,Cognitive,EX08,5,20,1
S181,ST1,History taking,Communication,EX02,9,20,1
S181,ST2,Clinical examination,Clinical skill,EX08,7,20,1
S181,ST3,Procedure: IV access,Procedural skill,EX06,6,20,1
S181,ST4,Counselling,Communication,EX03,10,20,1
S181,ST5,Data interpretation,Cognitive,EX05,12,20,1
S182,ST1,History taking,Communication,EX08,9,20,1
S182,ST2,Clinical examination,Clinical skill,EX11,8,20,1
S182,ST3,Procedure: IV access,Procedural skill,EX09,7,20,1
S182,ST4,Counselling,Communication,EX12,8,20,1
S182,ST5,Data interpretation,Cognitive,EX06,12,20,1
S183,ST1,History taking,Communication,EX08,12,20,1
S183,ST2,Clinical examination,Clinical skill,EX07,11,20,1
S183,ST3,Procedure: IV access,Procedural skill,EX06,9,20,1
S183,ST4,Counselling,Communication,EX09,10,20,1
S183,ST5,Data interpretation,Cognitive,EX02,6,20,1
S184,ST1,History taking,Communication,EX02,10,20,1
S184,ST2,Clinical examination,Clinical skill,EX01,8,20,1
S184,ST3,Procedure: IV access,Procedural skill,EX02,1,20,1
S184,ST4,Counselling,Communication,EX10,10,20,1
S184,ST5,Data interpretation,Cognitive,EX12,6,20,1
S185,ST1,History taking,Communication,EX04,4,20,1
S185,ST2,Clinical examination,Clinical skill,EX02,8,20,1
S185,ST3,Procedure: IV access,Procedural skill,EX02,5,20,1
S185,ST4,Counselling,Communication,EX06,5,20,1
S185,ST5,Data interpretation,Cognitive,EX11,6,20,1
S186,ST1,History taking,Communication,EX11,7,20,1
S186,ST2,Clinical examination,Clinical skill,EX06,10,20,1
S186,ST3,Procedure: IV access,Procedural skill,EX03,12,20,1
S186,ST4,Counselling,Communication,EX12,9,20,1
S186,ST5,Data interpretation,Cognitive,EX05,6,20,1
S187,ST1,History taking,Communication,EX01,6,20,1
S187,ST2,Clinical examination,Clinical skill,EX03,8,20,1
S187,ST3,Procedure: IV access,Procedural skill,EX03,10,20,1
S187,ST4,Counselling,Communication,EX04,8,20,1
S187,ST5,Data interpretation,Cognitive,EX06,6,20,1
S188,ST1,History taking,Communication,EX09,10,20,1
S188,ST2,Clinical examination,Clinical skill,EX07,8,20,1
S188,ST3,Procedure: IV access,Procedural skill,EX07,5,20,1
S188,ST4,Counselling,Communication,EX11,11,20,1
S188,ST5,Data interpretation,Cognitive,EX11,6,20,1
S189,ST1,History taking,Communication,EX12,8,20,1
S189,ST2,Clinical examination,Clinical skill,EX07,8,20,1
S189,ST3,Procedure: IV access,Procedural skill,EX11,4,20,1
S189,ST4,Counselling,Communication,EX07,4,20,1
S189,ST5,Data interpretation,Cognitive,EX03,7,20,1
S190,ST1,History taking,Communication,EX03,10,20,1
S190,ST2,Clinical examination,Clinical skill,EX12,7,20,1
S190,ST3,Procedure: IV access,Procedural skill,EX05,6,20,1
S190,ST4,Counselling,Communication,EX03,9,20,1
S190,ST5,Data interpretation,Cognitive,EX03,6,20,1
S191,ST1,History taking,Communication,EX08,10,20,1
S191,ST2,Clinical examination,Clinical skill,EX08,7,20,1
S191,ST3,Procedure: IV access,Procedural skill,EX01,6,20,1
S191,ST4,Counselling,Communication,EX02,11,20,1
S191,ST5,Data interpretation,Cognitive,EX10,7,20,1
S192,ST1,History taking,Communication,EX11,9,20,1
S192,ST2,Clinical examination,Clinical skill,EX09,10,20,1
S192,ST3,Procedure: IV access,Procedural skill,EX03,9,20,1
S192,ST4,Counselling,Communication,EX11,12,20,1
S192,ST5,Data interpretation,Cognitive,EX02,8,20,1
S193,ST1,History taking,Communication,EX04,8,20,1
S193,ST2,Clinical examination,Clinical skill,EX08,7,20,1
